PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
C1DA,ARCHITECT AND ENGINEERING- CONSTRUCTION: HOSPITALS AND INFIRMARIES,2011-10-01,,,,,
C1DB,ARCHITECT AND ENGINEERING- CONSTRUCTION: LABORATORIES AND CLINICS,2011-10-01,,,,,
C1DZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER HOSPITAL BUILDINGS,2011-10-01,,,,,
C1EA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION FACILITIES,2011-10-01,,,,,
C1EB,ARCHITECT AND ENGINEERING- CONSTRUCTION: MAINTENANCE BUILDINGS,2011-10-01,,,,,
C1EC,ARCHITECT AND ENGINEERING- CONSTRUCTION: PRODUCTION BUILDINGS,2011-10-01,,,,,
C1ED,ARCHITECT AND ENGINEERING- CONSTRUCTION: SHIP CONSTRUCTION AND REPAIR FACILITIES,2011-10-01,,,,,
C1EE,ARCHITECT AND ENGINEERING- CONSTRUCTION: TANK AUTOMOTIVE FACILITIES,2011-10-01,,,,,
C1EZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER INDUSTRIAL BUILDINGS,2011-10-01,,,,,
C1FA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FAMILY HOUSING FACILITIES,2011-10-01,,,,,
C1FB,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL BUILDINGS,2011-10-01,,,,,
C1FC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TROOP HOUSING FACILITIES,2011-10-01,,,,,
C1FD,ARCHITECT AND ENGINEERING- CONSTRUCTION: DINING FACILITIES,2011-10-01,,,,,
C1FE,ARCHITECT AND ENGINEERING- CONSTRUCTION: RELIGIOUS FACILITIES,2011-10-01,,,,,
C1FF,ARCHITECT AND ENGINEERING- CONSTRUCTION: PENAL FACILITIES,2011-10-01,,,,,
C1FZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER RESIDENTIAL BUILDINGS,2011-10-01,,,,,
C1GA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AMMUNITION STORAGE BUILDINGS,2011-10-01,,,,,
C1GB,ARCHITECT AND ENGINEERING- CONSTRUCTION: FOOD OR GRAIN STORAGE BUILDINGS,2011-10-01,,,,,
C1GC,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL STORAGE BUILDINGS,2011-10-01,,,,,
C1GD,ARCHITECT AND ENGINEERING- CONSTRUCTION: OPEN STORAGE FACILITIES,2011-10-01,,,,,
C1GZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER WAREHOUSE BUILDINGS,2011-10-01,,,,,
C1HA,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACS,2011-10-01,,,,,
C1HB,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACS,2011-10-01,,,,,
C1HC,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED CTR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
C1HZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: GOVT-OWNED GOVT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
C1JA,ARCHITECT AND ENGINEERING- CONSTRUCTION: MUSEUMS AND EXHIBITION BUILDINGS,2011-10-01,,,,,
C1JB,ARCHITECT AND ENGINEERING- CONSTRUCTION: TESTING AND MEASUREMENT BUILDINGS,2011-10-01,,,,,
C1JZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: MISCELLANEOUS BUILDINGS,2011-10-01,,,,,
C1KA,ARCHITECT AND ENGINEERING- CONSTRUCTION: DAMS,2011-10-01,,,,,
C1KB,ARCHITECT AND ENGINEERING- CONSTRUCTION: CANALS,2011-10-01,,,,,
C1KC,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE FIRE CONTROL FACILITIES,2011-10-01,,,,,
C1KD,ARCHITECT AND ENGINEERING- CONSTRUCTION: MINE SUBSIDENCE CONTROL FACILITIES,2011-10-01,,,,,
C1KE,ARCHITECT AND ENGINEERING- CONSTRUCTION: SURFACE MINE RECLAMATION FACILITIES,2011-10-01,,,,,
C1KF,ARCHITECT AND ENGINEERING- CONSTRUCTION: DREDGING FACILITIES,2011-10-01,,,,,
C1KZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER CONSERVATION AND DEVELOPMENT FACILITIES,2011-10-01,,,,,
C1LA,ARCHITECT AND ENGINEERING- CONSTRUCTION: AIRPORT SERVICE ROADS,2011-10-01,,,,,
C1LB,"ARCHITECT AND ENGINEERING- CONSTRUCTION: HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",2011-10-01,,,,,RESURFACING
C1LC,ARCHITECT AND ENGINEERING- CONSTRUCTION: TUNNELS AND SUBSURFACE STRUCTURES,2011-10-01,,,,,
C1LZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: PARKING FACILITIES,2011-10-01,,,,,
C1MA,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - COAL,2011-10-01,,,,,
C1MB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GAS,2011-10-01,,,,,
C1MC,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - GEOTHERMAL,2011-10-01,,,,,
C1MD,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - HYDRO,2011-10-01,,,,,
C1ME,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - NUCLEAR,2011-10-01,,,,,
C1MF,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - PETROLEUM,2011-10-01,,,,,
C1MG,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - SOLAR,2011-10-01,,,,,
C1MH,ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - WIND,2011-10-01,,,,,
C1MZ,"ARCHITECT AND ENGINEERING- CONSTRUCTION: EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",2011-10-01,,,,,
C1NA,ARCHITECT AND ENGINEERING- CONSTRUCTION: FUEL SUPPLY FACILITIES,2011-10-01,,,,,
C1NB,ARCHITECT AND ENGINEERING- CONSTRUCTION: HEATING AND COOLING PLANTS,2011-10-01,,,,,
C1NC,ARCHITECT AND ENGINEERING- CONSTRUCTION: POLLUTION ABATEMENT AND CONTROL FACILITIES,2011-10-01,,,,,
C1ND,ARCHITECT AND ENGINEERING- CONSTRUCTION: SEWAGE AND WASTE FACILITIES,2011-10-01,,,,,
C1NE,ARCHITECT AND ENGINEERING- CONSTRUCTION: WATER SUPPLY FACILITIES,2011-10-01,,,,,
C1NZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER UTILITIES,2011-10-01,,,,,
C1PA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RECREATIONAL FACILITIES (NON-BUILDING),2011-10-01,,,,,
C1PB,ARCHITECT AND ENGINEERING- CONSTRUCTION: EXHIBIT DESIGN (NON-BUILDING),2011-10-01,,,,,
C1PC,ARCHITECT AND ENGINEERING- CONSTRUCTION: UNIMPROVED REAL PROPERTY (LAND),2011-10-01,,,,,
C1PD,ARCHITECT AND ENGINEERING- CONSTRUCTION: WASTE TREATMENT AND STORAGE FACILITIES,2011-10-01,,,,,
C1PZ,ARCHITECT AND ENGINEERING- CONSTRUCTION: OTHER NON-BUILDING FACILITIES,2011-10-01,,,,,
C1QA,ARCHITECT AND ENGINEERING- CONSTRUCTION: RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2011-10-01,,,,,
C2,ARCH-ENG SVCS - GENERAL,1979-10-01,,,,,
C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",2011-10-01,,"Architect - Engineer Services (including landscaping, interior layout, and designing)",,,
C212,"ARCHITECT AND ENGINEERING- GENERAL: ENGINEERING DRAFTING, NOT CAD/CAM",2011-10-01,,Engineering Drafting Services,,,
C213,ARCHITECT AND ENGINEERING- GENERAL: INSPECTION (NON-CONSTRUCTION),2011-10-01,,A&E Inspection Services (non-construction),,,
C214,ARCHITECT AND ENGINEERING- GENERAL: MANAGEMENT ENGINEERING,2011-10-01,,A&E Management Engineering Services,,,
C215,ARCHITECT AND ENGINEERING- GENERAL: PRODUCTION ENGINEERING,2011-10-01,,"A&E Production Engineering Services (including Design and Control, and Building Programming)",,,
C216,ARCHITECT AND ENGINEERING- GENERAL: MARINE ENGINEERING,2011-10-01,,Marine Architect and Engineering Services,,,
C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,2011-10-01,,Other Architect and Engineering Services,,,
C220,ARCHITECT AND ENGINEERING- GENERAL: STRUCTURAL ENGINEERING,2011-10-01,,,,,
C221,ARCHITECT AND ENGINEERING- GENERAL: PLUMBING SYSTEMS,2011-10-01,,,,,
C222,ARCHITECT AND ENGINEERING- GENERAL: ELECTRICAL SYSTEMS,2011-10-01,,,,,
C223,ARCHITECT AND ENGINEERING- GENERAL: MECHANICAL SYSTEMS,2011-10-01,,,,,
D,ADP AND TELECOMMUNICATIONS,1979-10-01,,,,,
D3,ADP AND TELECOMMUNICATIONS,1979-10-01,,,,,
D301,IT AND TELECOM- FACILITY OPERATION AND MAINTENANCE,2011-10-01,,ADP Facility Operation and Maintenance Services,,,
D302,IT AND TELECOM- SYSTEMS DEVELOPMENT,2011-10-01,,ADP Systems Development Services,,,
D303,IT AND TELECOM- DATA ENTRY,2011-10-01,,ADP Data Entry Services,,,
D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,2011-10-01,,ADP Telecommunications and Transmission Services,,,
D305,"IT AND TELECOM- TELEPROCESSING, TIMESHARE, AND CLOUD COMPUTING",2011-10-01,,ADP Teleprocessing and Timesharing Services,,,
D306,IT AND TELECOM- SYSTEMS ANALYSIS,2011-10-01,,ADP Systems Analysis Services,,,
D307,IT AND TELECOM- IT STRATEGY AND ARCHITECTURE,2011-10-01,,Automated Information System Design and Integration Services,,,
D308,IT AND TELECOM- PROGRAMMING,2011-10-01,,Programming Services,,,
D309,IT AND TELECOM- INFORMATION AND DATA BROADCASTING OR DATA DISTRIBUTION,2011-10-01,,Information and Data Broadcasting or Data Distribution Services,,,
D310,IT AND TELECOM- CYBER SECURITY AND DATA BACKUP,2011-10-01,,ADP Backup and Security Services,,,
D311,IT AND TELECOM- DATA CONVERSION,2011-10-01,,ADP Data Conversion Services,,,
D312,IT AND TELECOM- OPTICAL SCANNING,2011-10-01,,ADP Optical Scanning Services,,,
D313,IT AND TELECOM- COMPUTER AIDED DESIGN/COMPUTER AIDED MANUFACTURING (CAD/CAM),2011-10-01,,Computer Aided Design/Computer Aided Manufacturing (CAD/CAM) Services,,,
D314,IT AND TELECOM- SYSTEM ACQUISITION SUPPORT,2011-10-01,,"ADP System Acquisition Support Services. Includes preparation of statement of work, benchmarks, specifications, etc.",,,
D315,IT AND TELECOM- DIGITIZING,2011-10-01,,Digitizing Services. Includes cartographic and geographic information.,,,
D316,IT AND TELECOM- TELECOMMUNICATIONS NETWORK MANAGEMENT,2011-10-01,,Telecommunications Network Management Services,,,
D317,IT AND TELECOM- WEB-BASED SUBSCRIPTION,2011-10-01,,"Automated News Services, Data Services, or Other Information Services. Buying data, the electronic equivalent of books, periodicals, newspapers, etc.",,,
D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",2011-10-01,,,,,"CONTRACTS BUYING HARDWARE, SOFTWARE, AND RELATED SERVICES, WHERE SERVICES ARE THE PREDOMINANT PORTION OF THE CONTRACT VALUE"
D319,IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS,2011-10-01,,,,,
D320,IT AND TELECOM- ANNUAL HARDWARE MAINTENANCE SERVICE PLANS,2011-10-01,,,,,
D321,IT AND TELECOM- HELP DESK,2011-10-01,,,,,
D322,IT AND TELECOM- INTERNET,2011-10-01,,,TELECOMMUNICATIONS AND TRANSMISSION SERVICES (PSC D304),,"INTERNET ACCESS VIA WIRED, WIRELESS, AND SATELLITE MEDIA, INCLUDING BROADBAND AND DIAL UP"
D324,IT AND TELECOM- BUSINESS CONTINUITY,2011-10-01,,,,,
D325,IT AND TELECOM- DATA CENTERS AND STORAGE,2011-10-01,,,,,"DATA CENTER CONSOLIDATION, MODERNIZATION, AND TRANSFORMATION; ENTERPRISE RESOURCE PLANNING; DATA CENTER DESIGN"
D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,2011-10-01,,"Other ADP and Telecommunications Services (includes data storage on tapes, compact disks, etc.)",,,
E,PURCHASE OF STRUCTURES/FACILITIES,1979-10-01,,,,,
E1,PURCHASE BUILDINGS,1979-10-01,,,,,
E1AA,PURCHASE OF OFFICE BUILDINGS,2011-10-01,,,,,
E1AB,PURCHASE OF CONFERENCE SPACE AND FACILITIES,2011-10-01,,,,,
E1AZ,PURCHASE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS,2011-10-01,,,,,
E1BA,PURCHASE OF AIR TRAFFIC CONTROL TOWERS,2011-10-01,,,,,
E1BB,PURCHASE OF AIR TRAFFIC CONTROL TRAINING FACILITIES,2011-10-01,,,,,
E1BC,PURCHASE OF RADAR AND NAVIGATIONAL FACILITIES,2011-10-01,,,,,
E1BD,PURCHASE OF AIRPORT RUNWAYS AND TAXIWAYS,2011-10-01,,,,,
E1BE,PURCHASE OF AIRPORT TERMINALS,2011-10-01,,,,,
E1BF,PURCHASE OF MISSILE SYSTEM FACILITIES,2011-10-01,,,,,
E1BG,PURCHASE OF ELECTRONIC AND COMMUNICATIONS FACILITIES,2011-10-01,,,,,
E1BZ,PURCHASE OF OTHER AIRFIELD STRUCTURES,2011-10-01,,,,,
E1CA,PURCHASE OF SCHOOLS,2011-10-01,,,,,
E1CZ,PURCHASE OF OTHER EDUCATIONAL BUILDINGS,2011-10-01,,,,,
E1DA,PURCHASE OF HOSPITALS AND INFIRMARIES,2011-10-01,,,,,
E1DB,PURCHASE OF LABORATORIES AND CLINICS,2011-10-01,,,,,
E1DZ,PURCHASE OF OTHER HOSPITAL BUILDINGS,2011-10-01,,,,,
E1EA,PURCHASE OF AMMUNITION FACILITIES,2011-10-01,,,,,
E1EB,PURCHASE OF MAINTENANCE BUILDINGS,2011-10-01,,,,,
E1EC,PURCHASE OF PRODUCTION BUILDINGS,2011-10-01,,,,,
E1ED,PURCHASE OF SHIP CONSTRUCTION AND REPAIR FACILITIES,2011-10-01,,,,,
E1EE,PURCHASE OF TANK AUTOMOTIVE FACILITIES,2011-10-01,,,,,
E1EZ,PURCHASE OF OTHER INDUSTRIAL BUILDINGS,2011-10-01,,,,,
E1FA,PURCHASE OF FAMILY HOUSING FACILITIES,2011-10-01,,,,,
E1FB,PURCHASE OF RECREATIONAL BUILDINGS,2011-10-01,,,,,
E1FC,PURCHASE OF TROOP HOUSING FACILITIES,2011-10-01,,,,,
E1FD,PURCHASE OF DINING FACILITIES,2011-10-01,,,,,
E1FE,PURCHASE OF RELIGIOUS FACILITIES,2011-10-01,,,,,
E1FF,PURCHASE OF PENAL FACILITIES,2011-10-01,,,,,
E1FZ,PURCHASE OF OTHER RESIDENTIAL BUILDINGS,2011-10-01,,,,,
E1GA,PURCHASE OF AMMUNITION STORAGE BUILDINGS,2011-10-01,,,,,
E1GB,PURCHASE OF FOOD OR GRAIN STORAGE BUILDINGS,2011-10-01,,,,,
E1GC,PURCHASE OF FUEL STORAGE BUILDINGS,2011-10-01,,,,,
E1GD,PURCHASE OF OPEN STORAGE FACILITIES,2011-10-01,,,,,
E1GZ,PURCHASE OF OTHER WAREHOUSE BUILDINGS,2011-10-01,,,,,
E1HA,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) R&D FACILITIES,2011-10-01,,,,,
E1HB,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES,2011-10-01,,,,,
E1HC,PURCHASE OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
E1HZ,PURCHASE OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES,2011-10-01,,,,,
E1JA,PURCHASE OF MUSEUMS AND EXHIBITION BUILDINGS,2011-10-01,,,,,
E1JB,PURCHASE OF TESTING AND MEASUREMENT BUILDINGS,2011-10-01,,,,,
E1JZ,PURCHASE OF MISCELLANEOUS BUILDINGS,2011-10-01,,,,,
E1KA,PURCHASE OF DAMS,2011-10-01,,,,,
E1KB,PURCHASE OF CANALS,2011-10-01,,,,,
E1KC,PURCHASE OF MINE FIRE CONTROL FACILITIES,2011-10-01,,,,,
E1KD,PURCHASE OF MINE SUBSIDENCE CONTROL FACILITIES,2011-10-01,,,,,
E1KE,PURCHASE OF SURFACE MINE RECLAMATION FACILITIES,2011-10-01,,,,,
E1KF,PURCHASE OF DREDGING FACILITIES,2011-10-01,,,,,
E1KZ,PURCHASE OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES,2011-10-01,,,,,
E1LA,PURCHASE OF AIRPORT SERVICE ROADS,2011-10-01,,,,,
E1LB,"PURCHASE OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",2011-10-01,,,,,RESURFACING
E1LC,PURCHASE OF TUNNELS AND SUBSURFACE STRUCTURES,2011-10-01,,,,,
E1LZ,PURCHASE OF PARKING FACILITIES,2011-10-01,,,,,
E1MA,PURCHASE OF EPG FACILITIES - COAL,2011-10-01,,,,,
E1MB,PURCHASE OF EPG FACILITIES - GAS,2011-10-01,,,,,
E1MC,PURCHASE OF EPG FACILITIES - GEOTHERMAL,2011-10-01,,,,,
E1MD,PURCHASE OF EPG FACILITIES - HYDRO,2011-10-01,,,,,
E1ME,PURCHASE OF EPG FACILITIES - NUCLEAR,2011-10-01,,,,,
E1MF,PURCHASE OF EPG FACILITIES - PETROLEUM,2011-10-01,,,,,
E1MG,PURCHASE OF EPG FACILITIES - SOLAR,2011-10-01,,,,,
E1MH,PURCHASE OF EPG FACILITIES - WIND,2011-10-01,,,,,
E1MZ,"PURCHASE OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",2011-10-01,,,,,
E1NA,PURCHASE OF FUEL SUPPLY FACILITIES,2011-10-01,,,,,
E1NB,PURCHASE OF HEATING AND COOLING PLANTS,2011-10-01,,,,,
E1NC,PURCHASE OF POLLUTION ABATEMENT AND CONTROL FACILITIES,2011-10-01,,,,,
E1ND,PURCHASE OF SEWAGE AND WASTE FACILITIES,2011-10-01,,,,,
E1NE,PURCHASE OF WATER SUPPLY FACILITIES,2011-10-01,,,,,
E1NZ,PURCHASE OF OTHER UTILITIES,2011-10-01,,,,,
E1PA,PURCHASE OF RECREATIONAL FACILITIES (NON-BUILDING),2011-10-01,,,,,
E1PB,PURCHASE OF EXHIBIT DESIGN (NON-BUILDING),2011-10-01,,,,,
E1PC,PURCHASE OF UNIMPROVED REAL PROPERTY (LAND),2011-10-01,,,,,
E1PD,PURCHASE OF WASTE TREATMENT AND STORAGE FACILITIES,2011-10-01,,,,,
E1PZ,PURCHASE OF OTHER NON-BUILDING FACILITIES,2011-10-01,,,,,
E1QA,PURCHASE OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),2011-10-01,,,,,"ALL ACTIONS NECESSARY TO RESTORE, REHABILITATE, OR RECLAIM PROPERTY"
E2,PURCHASE FACILITY NOT A BUILDING,1979-10-01,,,,,
E3,PURCH RESTORATION OF REAL PROPERTY,1979-10-01,,,,,
F,NATURAL RESOURCES MANAGEMENT,1979-10-01,,,,,
F0,NATURAL RESOURCE CONSERVERVAT SVCS,1979-10-01,,,,,
F001,NATURAL RESOURCES/CONSERVATION- AERIAL FERTILIZATION/SPRAYING,2011-10-01,,Aerial Fertilization/Spraying Services,,,
F002,NATURAL RESOURCES/CONSERVATION- AERIAL SEEDING,2011-10-01,,Aerial Seeding Services,,,
F003,NATURAL RESOURCES/CONSERVATION- FOREST-RANGE FIRE SUPPRESSION/PRESUPPRESSION,2011-10-01,,Forest/Range Fire Suppression/Presuppression Services,,,
F004,NATURAL RESOURCES/CONSERVATION- FOREST/RANGE FIRE REHABILITATION (NON-CONSTRUCTION),2011-10-01,,Forest/Range Fire Rehabilitation Services (non-construction),,,
F005,NATURAL RESOURCES/CONSERVATION- FOREST TREE PLANTING,2011-10-01,,Forest Tree Planting Services,,,
F006,NATURAL RESOURCES/CONSERVATION- LAND TREATMENT PRACTICES,2011-10-01,,"Land Treatment Practices Services (plowing/clearing, etc.)",,,
F007,NATURAL RESOURCES/CONSERVATION- RANGE SEEDING (GROUND EQUIPMENT),2011-10-01,,Range Seeding Services (ground equipment),,,
F008,NATURAL RESOURCES/CONSERVATION- RECREATION SITE MAINTENANCE (NON-CONSTRUCTION),2011-10-01,,Recreation Site Maintenance Services (non-construction),,,
F009,NATURAL RESOURCES/CONSERVATION- SEED COLLECTION/PRODUCTION,2011-10-01,,Seed Collection/Production Services,,,
F010,NATURAL RESOURCES/CONSERVATION- SEEDLING PRODUCTION/TRANSPLANTING,2011-10-01,,Seedling Production/Transplanting Services,,,
F011,NATURAL RESOURCES/CONSERVATION- SURFACE MINING RECLAMATION (NON-CONSTRUCTION),2011-10-01,,Surface Mining Reclamation Services (non-construction),,,
F012,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING,2011-10-01,,Survey Line Clearing Services,,,
F013,NATURAL RESOURCES/CONSERVATION- TREE BREEDING,2011-10-01,,Tree Breeding Services,,,
F014,NATURAL RESOURCES/CONSERVATION- TREE THINNING,2011-10-01,,Tree Thinning Services,,,
F015,NATURAL RESOURCES/CONSERVATION- WELL DRILLING/EXPLORATORY,2011-10-01,,Well Drilling/Exploratory Services,,,
F016,NATURAL RESOURCES/CONSERVATION- WILDHORSE/BURRO CONTROL,2011-10-01,,Wildhorse/Burro Control Services,,,
F018,NATURAL RESOURCES/CONSERVATION- OTHER FOREST/RANGE IMPROVEMENTS (NON-CONSTRUCTION),2011-10-01,,Other Range/Forest Improvements Services (non-construction),,,
F019,NATURAL RESOURCES/CONSERVATION- OTHER WILDLIFE MANAGEMENT,2011-10-01,,Other Wildlife Management Services,,,
F020,NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT,2011-10-01,,Fisheries Resources Management Services,,,
F021,NATURAL RESOURCES/CONSERVATION- SITE PREPARATION,2011-10-01,,Site Preparation,,,
F022,NATURAL RESOURCES/CONSERVATION- FISH HATCHERY,2011-10-01,,Fish Hatchery Services,,,
F099,NATURAL RESOURCES/CONSERVATION- OTHER,2011-10-01,,Other Natural Resources and Conservation Services,,,
F1,ENVIRONMENTAL SYSTEMS PROTECTION,1979-10-01,,,,,
F101,ENVIRONMENTAL SYSTEMS PROTECTION- AIR QUALITY SUPPORT,2011-10-01,,Air Quality Support Services,,,
F103,ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT,2011-10-01,,Water Quality Support Services,,,
F105,ENVIRONMENTAL SYSTEMS PROTECTION- PESTICIDES SUPPORT,2011-10-01,,Pesticides Support Services,,,
F107,ENVIRONMENTAL SYSTEMS PROTECTION- TOXIC AND HAZARDOUS SUBSTANCE ANALYSIS,2011-10-01,,Hazardous Substance Analysis,,,
F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2011-10-01,,"Hazardous Substance Removal, Cleanup, and Disposal Services and Operational Support",,,
F109,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,2011-10-01,,Leaking Underground Storage Tank Support Services,,,
F110,"ENVIRON SYS PROTECT- DEVELOPMENT OF ENVIRON IMPACT STMTS/ASSESSMENTS, TECH ANALYSIS/ENVIRON AUDITS",2011-10-01,,Development of Environmental Impact Statements and Assessments,,,
F111,ENVIRONMENTAL SYSTEMS PROTECTION- MULTIPLE POLLUTANT SUPPORT,2011-10-01,,"Industrial Investigations, Surveys and Technical Support for Multiple Pollutants",,,
F112,ENVIRONMENTAL SYSTEMS PROTECTION- OIL SPILL RESPONSE,2011-10-01,,"Oil Spill Response including Cleanup, Removal, Disposal and Operational Support",,,
F113,ENVIRONMENTAL SYSTEMS PROTECTION- WETLANDS CONSERVATION AND SUPPORT,2011-10-01,,,,,
F114,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL LICENSING AND PERMITTING,2011-10-01,,,,,"LICENSING AND PERMITTING SERVICES FOR ENERGY, MINING, GEOLOGICAL, GEOPHYSICAL, AND HAZARDOUS WASTE MANAGEMENT"
F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,2011-10-01,,,,,LITIGATION AND LEGAL ANALYSIS RELATED TO ENVIRONMENTAL ISSUES
F9,NATURAL RESOURCES - OTHER SVCS,1979-10-01,,,,,
F999,OTHER ENVIRONMENTAL SERVICES,2011-10-01,,"Other Environmental Services, Studies, and Analytical Support",,,
G,SOCIAL SERVICES,1979-10-01,,,,,
G0,SOCIAL SERVICES,1979-10-01,,,,,
G001,SOCIAL- CARE OF REMAINS AND/OR FUNERAL,2011-10-01,,Care of Remains and/or Funeral Services,,,
G002,SOCIAL- CHAPLAIN,2011-10-01,,Chaplain Services,,,
G003,SOCIAL- RECREATIONAL,2011-10-01,,Recreational Services,,,
G004,SOCIAL- SOCIAL REHABILITATION,2011-10-01,,Social Rehabilitation Services,,,
G005,SOCIAL- GERIATRIC,2011-10-01,,Geriatric Services,,,
G006,SOCIAL- GOVERNMENT LIFE INSURANCE PROGRAMS,2011-10-01,,Government Life Insurance Programs,,,
G007,SOCIAL- GOVERNMENT HEALTH INSURANCE PROGRAMS,2011-10-01,,Government Health Insurance Programs,,,
G008,SOCIAL- GOVERNMENT INSURANCE PROGRAMS: OTHER,2011-10-01,,Other Government Insurance Programs,,,
G009,SOCIAL- NON-GOVERNMENT INSURANCE PROGRAMS,2011-10-01,,Non-Government Insurance Programs,,,
G010,SOCIAL- DIRECT AID TO TRIBAL GOVERNMENTS (PL 93-638),2011-10-01,,Direct aid to tribal Governments and organizations provided by contract pursuant to Public Law (P.L.) 93-638,,,
G099,SOCIAL- OTHER,2011-10-01,,Other Social Services,,,
H,"QUALITY CONTROL, TEST, INSPECTION",1979-10-01,,,,,
H1,QUALITY CONTROL SERVICES,1979-10-01,,,,,
H110,QUALITY CONTROL- WEAPONS,2011-10-01,,Quality Control Services: Weapons,,,
H111,QUALITY CONTROL- NUCLEAR ORDNANCE,2011-10-01,,Quality Control Services: Nuclear Ordnance,,,
H112,QUALITY CONTROL- FIRE CONTROL EQUIPMENT,2011-10-01,,Quality Control Services: Fire Control Equipment,,,
H113,QUALITY CONTROL- AMMUNITION AND EXPLOSIVES,2011-10-01,,Quality Control Services: Ammunition and Explosives,,,
H114,QUALITY CONTROL- GUIDED MISSILES,2011-10-01,,Quality Control Services: Guided Missiles,,,
H115,QUALITY CONTROL- AIRCRAFT AND AIRFRAME STRUCTURAL COMPONENTS,2011-10-01,,Quality Control Services: Aircraft and Airframe Structural Components,,,
H116,QUALITY CONTROL- AIRCRAFT COMPONENTS AND ACCESSORIES,2011-10-01,,Quality Control Services: Aircraft Components and Accessories,,,
